fID,pfID,filePath,pointedFilePath
/sys/class/tty/tty62,/sys/devices/virtual/tty/tty62,/sys/class/tty/tty62,/sys/devices/virtual/tty/tty62
/sys/class/tty/tty24,/sys/devices/virtual/tty/tty24,/sys/class/tty/tty24,/sys/devices/virtual/tty/tty24
/sys/class/tty/tty8,/sys/devices/virtual/tty/tty8,/sys/class/tty/tty8,/sys/devices/virtual/tty/tty8
/sys/class/tty/tty52,/sys/devices/virtual/tty/tty52,/sys/class/tty/tty52,/sys/devices/virtual/tty/tty52
/sys/class/tty/tty14,/sys/devices/virtual/tty/tty14,/sys/class/tty/tty14,/sys/devices/virtual/tty/tty14
/sys/class/tty/tty42,/sys/devices/virtual/tty/tty42,/sys/class/tty/tty42,/sys/devices/virtual/tty/tty42
/sys/class/tty/ttyS2,/sys/devices/platform/serial8250/tty/ttyS2,/sys/class/tty/ttyS2,/sys/devices/platform/serial8250/tty/ttyS2
/sys/class/tty/tty32,/sys/devices/virtual/tty/tty32,/sys/class/tty/tty32,/sys/devices/virtual/tty/tty32
/sys/class/tty/tty60,/sys/devices/virtual/tty/tty60,/sys/class/tty/tty60,/sys/devices/virtual/tty/tty60
/sys/class/tty/tty22,/sys/devices/virtual/tty/tty22,/sys/class/tty/tty22,/sys/devices/virtual/tty/tty22
/sys/class/tty/tty6,/sys/devices/virtual/tty/tty6,/sys/class/tty/tty6,/sys/devices/virtual/tty/tty6
/sys/class/tty/tty50,/sys/devices/virtual/tty/tty50,/sys/class/tty/tty50,/sys/devices/virtual/tty/tty50
/sys/class/tty/tty12,/sys/devices/virtual/tty/tty12,/sys/class/tty/tty12,/sys/devices/virtual/tty/tty12
/sys/class/tty/tty40,/sys/devices/virtual/tty/tty40,/sys/class/tty/tty40,/sys/devices/virtual/tty/tty40
